featurecla,scalerank,min_zoom,vertex_index,vertex_part,vertex_part_ring,vertex_part_index,distance,angle,long,lat
Land,"0",0.0,"145","0","0","145",162.18624076055718,210.06079551543303,-74.178,39.709
Land,"0",0.0,"146","0","0","146",163.24546503054029,283.61916063394085,-74.906,38.940
Land,"0",0.0,"147","0","0","147",163.51297774776339,313.58692314063154,-74.980,39.196
Land,"0",0.0,"148","0","0","148",163.73865525244159,295.31561850751501,-75.200,39.248
Land,"0",0.0,"149","0","0","149",164.15111854175228,233.08967907289221,-75.528,39.498
Land,"0",0.0,"150","0","0","150",164.72831663272731,142.97742374087085,-75.320,38.960
Land,"0",0.0,"151","0","0","151",165.02479088176972,151.51068058112423,-75.083,38.781
Land,"0",0.0,"152","0","0","152",165.40293862917349,197.73298755740473,-75.057,38.404
Land,"0",0.0,"153","0","0","153",165.90677711568742,217.35180316241133,-75.377,38.016
Land,"0",0.0,"154","0","0","154",166.88375513283336,254.39685699227496,-75.940,37.217
Land,"0",0.0,"155","0","0","155",166.98307913742960,339.02988343688389,-76.031,37.257
Land,"0",0.0,"156","0","0","156",167.73040462954148,345.62284211576281,-75.722,37.937
Land,"0",0.0,"157","0","0","157",168.36836890326404,329.38824793166549,-76.233,38.319
Land,"0",0.0,"158","0","0","158",169.20740351217773,277.99913764475173,-76.350,39.150
Land,"0",0.0,"159","0","0","159",169.68079408844648,182.71589247037579,-76.543,38.718
Land,"0",0.0,"160","0","0","160",170.35013647105075,222.37377850729840,-76.329,38.083
Land,"0",0.0,"161","0","0","161",170.99837165999736,199.44817080612057,-76.960,38.233
Land,"0",0.0,"162","0","0","162",171.72821000914678,146.48775902208814,-76.302,37.918
Land,"0",0.0,"163","0","0","163",172.68077324863626,140.49201852439901,-76.259,36.966
Land,"0",0.0,"164","0","0","164",172.97592955224198,133.42864287656943,-75.972,36.897
Land,"0",0.0,"165","0","0","165",173.33711962584343,167.65106837336685,-75.868,36.551
Land,"0",0.0,"166","0","0","166",174.34754634209003,196.29092269635453,-75.727,35.551
Land,"0",0.0,"167","0","0","167",175.32475963575479,237.29377203843936,-76.363,34.808
Land,"0",0.0,"168","0","0","168",176.40086558751304,241.13235843567145,-77.398,34.512
Land,"0",0.0,"169","0","0","169",177.28185195063679,245.46662159301181,-78.055,33.925
Land,"0",0.0,"170","0","0","170",177.78540526929456,248.36245621579425,-78.554,33.861
Land,"0",0.0,"171","0","0","171",178.41086320494890,218.55381005366220,-79.061,33.494
Land,"0",0.0,"172","0","0","172",178.77558738523470,221.23181001822823,-79.203,33.159
