featurecla,scalerank,min_zoom,vertex_index,vertex_part,vertex_part_ring,vertex_part_index,distance,angle,long,lat
Land,"0",0.0,"206","0","0","206",142.74055730303854,2.44715262133401,141.702,-15.045
Land,"0",0.0,"207","0","0","207",143.24367125596797,358.95556256928779,141.563,-14.561
Land,"0",0.0,"208","0","0","208",143.54342002618679,1.25087092919685,141.636,-14.270
Land,"0",0.0,"209","0","0","209",144.12730487244451,359.22174902740983,141.520,-13.698
Land,"0",0.0,"210","0","0","210",144.89200875916831,26.60940297317715,141.651,-12.945
Land,"0",0.0,"211","0","0","211",145.17136890425809,9.17652432920881,141.843,-12.742
Land,"0",0.0,"212","0","0","212",145.53981720254484,359.75264851943587,141.687,-12.408
Land,"0",0.0,"213","0","0","213",146.12243788286440,21.78319433490459,141.929,-11.877
Land,"0",0.0,"214","0","0","214",146.70374078444542,12.05718286818203,142.118,-11.328
Land,"0",0.0,"215","0","0","215",146.99015870990641,24.91053408476941,142.144,-11.043
Land,"0",0.0,"216","0","0","216",147.51773839763163,97.40125957182468,142.515,-10.668
Land,"0",0.0,"217","0","0","217",148.08239634757365,161.85764329834186,142.797,-11.157
Land,"0",0.0,"218","0","0","218",148.71358104952611,144.78438954628132,142.867,-11.785
Land,"0",0.0,"219","0","0","219",148.99055556196228,145.04173573377207,143.116,-11.906
Land,"0",0.0,"220","0","0","220",149.41274492956532,159.32485342364262,143.159,-12.326
Land,"0",0.0,"221","0","0","221",150.03796888164203,158.45081440545087,143.522,-12.834
Land,"0",0.0,"222","0","0","222",150.60898391812310,179.00361681121515,143.597,-13.400
Land,"0",0.0,"223","0","0","223",150.97393332128277,170.44748317711429,143.562,-13.764
